"County","FIPS","Year","Race/Ethnicity","Age","Poverty Status","Measure Type","Variable","Value"
"Tolland County","09013","2013-2017","Hispanic or Latino","Under 18","Below Poverty Level","Percent","Poverty Status",16.66
"Tolland County","09013","2013-2017","Hispanic or Latino","Under 18","Below Poverty Level","Percent","Margins of Error",8.5
"Tolland County","09013","2013-2017","Hispanic or Latino","Under 18","Poverty Status Determined","Number","Poverty Status",2071
"Tolland County","09013","2013-2017","Hispanic or Latino","Under 18","Poverty Status Determined","Number","Margins of Error",321.13
"Tolland County","09013","2013-2017","Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Poverty Status",31.62
"Tolland County","09013","2013-2017","Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Margins of Error",4.8
"Tolland County","09013","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Number","Poverty Status",0
"Tolland County","09013","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Number","Margins of Error",28
"Tolland County","09013","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Percent","Poverty Status",0
"Tolland County","09013","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Percent","Margins of Error",560
"Tolland County","09013","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Poverty Status Determined","Number","Poverty Status",5
"Tolland County","09013","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Poverty Status Determined","Number","Margins of Error",8
"Tolland County","09013","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Number","Poverty Status",0
"Tolland County","09013","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Number","Margins of Error",96.99
"Tolland County","09013","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Percent","Poverty Status",-9999
"Tolland County","09013","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Percent","Margins of Error",-9999
"Tolland County","09013","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Number","Poverty Status",0
"Tolland County","09013","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Number","Margins of Error",137.17
"Tolland County","09013","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Percent","Poverty Status",0
"Tolland County","09013","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Percent","Margins of Error",2743.43
"Tolland County","09013","2013-2017","Some Other Race Alone","Total","Below Poverty Level","Number","Poverty Status",282
"Tolland County","09013","2013-2017","Some Other Race Alone","Total","Below Poverty Level","Number","Margins of Error",216
"Tolland County","09013","2013-2017","Some Other Race Alone","Total","Below Poverty Level","Percent","Poverty Status",16.89
"Tolland County","09013","2013-2017","Some Other Race Alone","Total","Below Poverty Level","Percent","Margins of Error",11.96
"Tolland County","09013","2013-2017","Some Other Race Alone","Total","Poverty Status Determined","Number","Poverty Status",1670
"Tolland County","09013","2013-2017","Some Other Race Alone","Total","Poverty Status Determined","Number","Margins of Error",487
"Tolland County","09013","2013-2017","Some Other Race Alone","Under 18","Below Poverty Level","Number","Poverty Status",76
"Tolland County","09013","2013-2017","Some Other Race Alone","Under 18","Below Poverty Level","Number","Margins of Error",115.61
"Tolland County","09013","2013-2017","Some Other Race Alone","Under 18","Below Poverty Level","Percent","Poverty Status",17.55
"Tolland County","09013","2013-2017","Some Other Race Alone","Under 18","Below Poverty Level","Percent","Margins of Error",25.38
"Tolland County","09013","2013-2017","Some Other Race Alone","Under 18","Poverty Status Determined","Number","Poverty Status",433
"Tolland County","09013","2013-2017","Some Other Race Alone","Under 18","Poverty Status Determined","Number","Margins of Error",204.41
"Tolland County","09013","2013-2017","Some Other Race Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",25.93
"Tolland County","09013","2013-2017","Some Other Race Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",9.63
"Tolland County","09013","2013-2017","Two or More Races","Total","Below Poverty Level","Number","Poverty Status",295
"Tolland County","09013","2013-2017","Two or More Races","Total","Below Poverty Level","Number","Margins of Error",184
"Tolland County","09013","2013-2017","Two or More Races","Total","Below Poverty Level","Percent","Poverty Status",10.02
"Tolland County","09013","2013-2017","Two or More Races","Total","Below Poverty Level","Percent","Margins of Error",5.97
"Tolland County","09013","2013-2017","Two or More Races","Total","Poverty Status Determined","Number","Poverty Status",2944
"Tolland County","09013","2013-2017","Two or More Races","Total","Poverty Status Determined","Number","Margins of Error",548
"Tolland County","09013","2013-2017","Two or More Races","Under 18","Below Poverty Level","Number","Poverty Status",170
"Tolland County","09013","2013-2017","Two or More Races","Under 18","Below Poverty Level","Number","Margins of Error",130.32
"Tolland County","09013","2013-2017","Two or More Races","Under 18","Below Poverty Level","Percent","Poverty Status",10.85
"Tolland County","09013","2013-2017","Two or More Races","Under 18","Below Poverty Level","Percent","Margins of Error",8.04
"Tolland County","09013","2013-2017","Two or More Races","Under 18","Poverty Status Determined","Number","Poverty Status",1567
"Tolland County","09013","2013-2017","Two or More Races","Under 18","Poverty Status Determined","Number","Margins of Error",306.81
"Tolland County","09013","2013-2017","Two or More Races","Under 18","Poverty Status Determined","Percent","Poverty Status",53.23
"Tolland County","09013","2013-2017","Two or More Races","Under 18","Poverty Status Determined","Percent","Margins of Error",3.23
"Tolland County","09013","2013-2017","White Alone","Total","Below Poverty Level","Number","Poverty Status",7120
"Tolland County","09013","2013-2017","White Alone","Total","Below Poverty Level","Number","Margins of Error",869
"Tolland County","09013","2013-2017","White Alone","Total","Below Poverty Level","Percent","Poverty Status",5.79
"Tolland County","09013","2013-2017","White Alone","Total","Below Poverty Level","Percent","Margins of Error",0.71
"Tolland County","09013","2013-2017","White Alone","Total","Poverty Status Determined","Number","Poverty Status",122913
"Tolland County","09013","2013-2017","White Alone","Total","Poverty Status Determined","Number","Margins of Error",946
"Tolland County","09013","2013-2017","White Alone","Under 18","Below Poverty Level","Number","Poverty Status",949
"Tolland County","09013","2013-2017","White Alone","Under 18","Below Poverty Level","Number","Margins of Error",211.66
"Tolland County","09013","2013-2017","White Alone","Under 18","Below Poverty Level","Percent","Poverty Status",4.11
"Tolland County","09013","2013-2017","White Alone","Under 18","Below Poverty Level","Percent","Margins of Error",0.91
"Tolland County","09013","2013-2017","White Alone","Under 18","Poverty Status Determined","Number","Poverty Status",23083
"Tolland County","09013","2013-2017","White Alone","Under 18","Poverty Status Determined","Number","Margins of Error",785.69
"Tolland County","09013","2013-2017","White Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",18.78
"Tolland County","09013","2013-2017","White Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",0.62
"Tolland County","09013","2013-2017","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Number","Poverty Status",6464
"Tolland County","09013","2013-2017","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Number","Margins of Error",757
"Tolland County","09013","2013-2017","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Percent","Poverty Status",5.45
"Tolland County","09013","2013-2017","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Percent","Margins of Error",0.64
"Tolland County","09013","2013-2017","White Alone Not Hispanic or Latino","Total","Poverty Status Determined","Number","Poverty Status",118711
"Tolland County","09013","2013-2017","White Alone Not Hispanic or Latino","Total","Poverty Status Determined","Number","Margins of Error",784
"Tolland County","09013","2013-2017","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Number","Poverty Status",891
"Tolland County","09013","2013-2017","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Number","Margins of Error",203.13
"Tolland County","09013","2013-2017","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Percent","Poverty Status",4.06
"Tolland County","09013","2013-2017","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Percent","Margins of Error",0.91
"Tolland County","09013","2013-2017","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Number","Poverty Status",21955
"Tolland County","09013","2013-2017","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Number","Margins of Error",747.9
"Tolland County","09013","2013-2017","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Poverty Status",18.49
"Tolland County","09013","2013-2017","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Margins of Error",0.62
"Windham County","09015","2013-2017","All","Total","Below Poverty Level","Number","Poverty Status",12313
"Windham County","09015","2013-2017","All","Total","Below Poverty Level","Number","Margins of Error",1160
"Windham County","09015","2013-2017","All","Total","Below Poverty Level","Percent","Poverty Status",11.06
"Windham County","09015","2013-2017","All","Total","Below Poverty Level","Percent","Margins of Error",1.04
"Windham County","09015","2013-2017","All","Total","Poverty Status Determined","Number","Poverty Status",111338
"Windham County","09015","2013-2017","All","Total","Poverty Status Determined","Number","Margins of Error",483
"Windham County","09015","2013-2017","All","Under 18","Below Poverty Level","Number","Poverty Status",3439
"Windham County","09015","2013-2017","All","Under 18","Below Poverty Level","Number","Margins of Error",420.31
"Windham County","09015","2013-2017","All","Under 18","Below Poverty Level","Percent","Poverty Status",14.86
"Windham County","09015","2013-2017","All","Under 18","Below Poverty Level","Percent","Margins of Error",1.74
"Windham County","09015","2013-2017","All","Under 18","Poverty Status Determined","Number","Poverty Status",23144
"Windham County","09015","2013-2017","All","Under 18","Poverty Status Determined","Number","Margins of Error",811.39
"Windham County","09015","2013-2017","All","Under 18","Poverty Status Determined","Percent","Poverty Status",20.79
"Windham County","09015","2013-2017","All","Under 18","Poverty Status Determined","Percent","Margins of Error",0.72
"Windham County","09015","2013-2017","American Indian and Alaska Native Alone","Total","Below Poverty Level","Number","Poverty Status",124
"Windham County","09015","2013-2017","American Indian and Alaska Native Alone","Total","Below Poverty Level","Number","Margins of Error",140
"Windham County","09015","2013-2017","American Indian and Alaska Native Alone","Total","Below Poverty Level","Percent","Poverty Status",17.44
"Windham County","09015","2013-2017","American Indian and Alaska Native Alone","Total","Below Poverty Level","Percent","Margins of Error",18.09
"Windham County","09015","2013-2017","American Indian and Alaska Native Alone","Total","Poverty Status Determined","Number","Poverty Status",711
"Windham County","09015","2013-2017","American Indian and Alaska Native Alone","Total","Poverty Status Determined","Number","Margins of Error",317
"Windham County","09015","2013-2017","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Number","Poverty Status",67
"Windham County","09015","2013-2017","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Number","Margins of Error",118.19
"Windham County","09015","2013-2017","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Percent","Poverty Status",25.09
"Windham County","09015","2013-2017","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Percent","Margins of Error",46.98
"Windham County","09015","2013-2017","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Number","Poverty Status",267
"Windham County","09015","2013-2017","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Number","Margins of Error",167.39
"Windham County","09015","2013-2017","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",37.55
"Windham County","09015","2013-2017","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",16.55
"Windham County","09015","2013-2017","Asian Alone","Total","Below Poverty Level","Number","Poverty Status",277
"Windham County","09015","2013-2017","Asian Alone","Total","Below Poverty Level","Number","Margins of Error",116
"Windham County","09015","2013-2017","Asian Alone","Total","Below Poverty Level","Percent","Poverty Status",19.18
"Windham County","09015","2013-2017","Asian Alone","Total","Below Poverty Level","Percent","Margins of Error",7.64
"Windham County","09015","2013-2017","Asian Alone","Total","Poverty Status Determined","Number","Poverty Status",1444
"Windham County","09015","2013-2017","Asian Alone","Total","Poverty Status Determined","Number","Margins of Error",186
"Windham County","09015","2013-2017","Asian Alone","Under 18","Below Poverty Level","Number","Poverty Status",64
"Windham County","09015","2013-2017","Asian Alone","Under 18","Below Poverty Level","Number","Margins of Error",93.66
"Windham County","09015","2013-2017","Asian Alone","Under 18","Below Poverty Level","Percent","Poverty Status",19.05
"Windham County","09015","2013-2017","Asian Alone","Under 18","Below Poverty Level","Percent","Margins of Error",26.4
"Windham County","09015","2013-2017","Asian Alone","Under 18","Poverty Status Determined","Number","Poverty Status",336
"Windham County","09015","2013-2017","Asian Alone","Under 18","Poverty Status Determined","Number","Margins of Error",157.88
"Windham County","09015","2013-2017","Asian Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",23.27
"Windham County","09015","2013-2017","Asian Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",10.51
"Windham County","09015","2013-2017","Black or African American Alone","Total","Below Poverty Level","Number","Poverty Status",455
"Windham County","09015","2013-2017","Black or African American Alone","Total","Below Poverty Level","Number","Margins of Error",179
"Windham County","09015","2013-2017","Black or African American Alone","Total","Below Poverty Level","Percent","Poverty Status",22.97
"Windham County","09015","2013-2017","Black or African American Alone","Total","Below Poverty Level","Percent","Margins of Error",8.08
"Windham County","09015","2013-2017","Black or African American Alone","Total","Poverty Status Determined","Number","Poverty Status",1981
"Windham County","09015","2013-2017","Black or African American Alone","Total","Poverty Status Determined","Number","Margins of Error",349
"Windham County","09015","2013-2017","Black or African American Alone","Under 18","Below Poverty Level","Number","Poverty Status",38
"Windham County","09015","2013-2017","Black or African American Alone","Under 18","Below Poverty Level","Number","Margins of Error",90.01
"Windham County","09015","2013-2017","Black or African American Alone","Under 18","Below Poverty Level","Percent","Poverty Status",8.48
"Windham County","09015","2013-2017","Black or African American Alone","Under 18","Below Poverty Level","Percent","Margins of Error",19.82
"Windham County","09015","2013-2017","Black or African American Alone","Under 18","Poverty Status Determined","Number","Poverty Status",448
"Windham County","09015","2013-2017","Black or African American Alone","Under 18","Poverty Status Determined","Number","Margins of Error",175.12
"Windham County","09015","2013-2017","Black or African American Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",22.61
"Windham County","09015","2013-2017","Black or African American Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",7.89
"Windham County","09015","2013-2017","Hispanic or Latino","Total","Below Poverty Level","Number","Poverty Status",4086
"Windham County","09015","2013-2017","Hispanic or Latino","Total","Below Poverty Level","Number","Margins of Error",701
"Windham County","09015","2013-2017","Hispanic or Latino","Total","Below Poverty Level","Percent","Poverty Status",32.95
"Windham County","09015","2013-2017","Hispanic or Latino","Total","Below Poverty Level","Percent","Margins of Error",5.64
"Windham County","09015","2013-2017","Hispanic or Latino","Total","Poverty Status Determined","Number","Poverty Status",12402
"Windham County","09015","2013-2017","Hispanic or Latino","Total","Poverty Status Determined","Number","Margins of Error",143
"Windham County","09015","2013-2017","Hispanic or Latino","Under 18","Below Poverty Level","Number","Poverty Status",1857
"Windham County","09015","2013-2017","Hispanic or Latino","Under 18","Below Poverty Level","Number","Margins of Error",293.07
"Windham County","09015","2013-2017","Hispanic or Latino","Under 18","Below Poverty Level","Percent","Poverty Status",42.57
"Windham County","09015","2013-2017","Hispanic or Latino","Under 18","Below Poverty Level","Percent","Margins of Error",5.3
"Windham County","09015","2013-2017","Hispanic or Latino","Under 18","Poverty Status Determined","Number","Poverty Status",4362
"Windham County","09015","2013-2017","Hispanic or Latino","Under 18","Poverty Status Determined","Number","Margins of Error",423.18
"Windham County","09015","2013-2017","Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Poverty Status",35.17
"Windham County","09015","2013-2017","Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Margins of Error",3.39
"Windham County","09015","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Number","Poverty Status",0
"Windham County","09015","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Number","Margins of Error",28
"Windham County","09015","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Percent","Poverty Status",0
"Windham County","09015","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Percent","Margins of Error",175
"Windham County","09015","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Poverty Status Determined","Number","Poverty Status",16
"Windham County","09015","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Poverty Status Determined","Number","Margins of Error",27
"Windham County","09015","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Number","Poverty Status",0
"Windham County","09015","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Number","Margins of Error",96.99
"Windham County","09015","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Percent","Poverty Status",0
"Windham County","09015","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Percent","Margins of Error",2424.87
"Windham County","09015","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Number","Poverty Status",4
"Windham County","09015","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Number","Margins of Error",134.82
"Windham County","09015","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Percent","Poverty Status",25
"Windham County","09015","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Percent","Margins of Error",843.67
"Windham County","09015","2013-2017","Some Other Race Alone","Total","Below Poverty Level","Number","Poverty Status",1545
"Windham County","09015","2013-2017","Some Other Race Alone","Total","Below Poverty Level","Number","Margins of Error",495
"Windham County","09015","2013-2017","Some Other Race Alone","Total","Below Poverty Level","Percent","Poverty Status",42.85
"Windham County","09015","2013-2017","Some Other Race Alone","Total","Below Poverty Level","Percent","Margins of Error",11.23
"Windham County","09015","2013-2017","Some Other Race Alone","Total","Poverty Status Determined","Number","Poverty Status",3606
"Windham County","09015","2013-2017","Some Other Race Alone","Total","Poverty Status Determined","Number","Margins of Error",665
"Windham County","09015","2013-2017","Some Other Race Alone","Under 18","Below Poverty Level","Number","Poverty Status",657
"Windham County","09015","2013-2017","Some Other Race Alone","Under 18","Below Poverty Level","Number","Margins of Error",197.27
"Windham County","09015","2013-2017","Some Other Race Alone","Under 18","Below Poverty Level","Percent","Poverty Status",55.3
"Windham County","09015","2013-2017","Some Other Race Alone","Under 18","Below Poverty Level","Percent","Margins of Error",11.42
"Windham County","09015","2013-2017","Some Other Race Alone","Under 18","Poverty Status Determined","Number","Poverty Status",1188
"Windham County","09015","2013-2017","Some Other Race Alone","Under 18","Poverty Status Determined","Number","Margins of Error",258.94
"Windham County","09015","2013-2017","Some Other Race Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",32.95
"Windham County","09015","2013-2017","Some Other Race Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",3.83
"Windham County","09015","2013-2017","Two or More Races","Total","Below Poverty Level","Number","Poverty Status",921
"Windham County","09015","2013-2017","Two or More Races","Total","Below Poverty Level","Number","Margins of Error",415
"Windham County","09015","2013-2017","Two or More Races","Total","Below Poverty Level","Percent","Poverty Status",24.47
"Windham County","09015","2013-2017","Two or More Races","Total","Below Poverty Level","Percent","Margins of Error",10.41
"Windham County","09015","2013-2017","Two or More Races","Total","Poverty Status Determined","Number","Poverty Status",3764
"Windham County","09015","2013-2017","Two or More Races","Total","Poverty Status Determined","Number","Margins of Error",560
"Windham County","09015","2013-2017","Two or More Races","Under 18","Below Poverty Level","Number","Poverty Status",478
"Windham County","09015","2013-2017","Two or More Races","Under 18","Below Poverty Level","Number","Margins of Error",213.88
"Windham County","09015","2013-2017","Two or More Races","Under 18","Below Poverty Level","Percent","Poverty Status",30.33
"Windham County","09015","2013-2017","Two or More Races","Under 18","Below Poverty Level","Percent","Margins of Error",12.16
"Windham County","09015","2013-2017","Two or More Races","Under 18","Poverty Status Determined","Number","Poverty Status",1576
"Windham County","09015","2013-2017","Two or More Races","Under 18","Poverty Status Determined","Number","Margins of Error",313.51
"Windham County","09015","2013-2017","Two or More Races","Under 18","Poverty Status Determined","Percent","Poverty Status",41.87
"Windham County","09015","2013-2017","Two or More Races","Under 18","Poverty Status Determined","Percent","Margins of Error",5.53
"Windham County","09015","2013-2017","White Alone","Total","Below Poverty Level","Number","Poverty Status",8991
"Windham County","09015","2013-2017","White Alone","Total","Below Poverty Level","Number","Margins of Error",1037
"Windham County","09015","2013-2017","White Alone","Total","Below Poverty Level","Percent","Poverty Status",9.01
"Windham County","09015","2013-2017","White Alone","Total","Below Poverty Level","Percent","Margins of Error",1.04
"Windham County","09015","2013-2017","White Alone","Total","Poverty Status Determined","Number","Poverty Status",99816
"Windham County","09015","2013-2017","White Alone","Total","Poverty Status Determined","Number","Margins of Error",898
"Windham County","09015","2013-2017","White Alone","Under 18","Below Poverty Level","Number","Poverty Status",2135
"Windham County","09015","2013-2017","White Alone","Under 18","Below Poverty Level","Number","Margins of Error",364.26
"Windham County","09015","2013-2017","White Alone","Under 18","Below Poverty Level","Percent","Poverty Status",11.05
"Windham County","09015","2013-2017","White Alone","Under 18","Below Poverty Level","Percent","Margins of Error",1.84
"Windham County","09015","2013-2017","White Alone","Under 18","Poverty Status Determined","Number","Poverty Status",19325
"Windham County","09015","2013-2017","White Alone","Under 18","Poverty Status Determined","Number","Margins of Error",745.21
"Windham County","09015","2013-2017","White Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",19.36
"Windham County","09015","2013-2017","White Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",0.73
"Windham County","09015","2013-2017","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Number","Poverty Status",7116
"Windham County","09015","2013-2017","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Number","Margins of Error",967
"Windham County","09015","2013-2017","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Percent","Poverty Status",7.61
"Windham County","09015","2013-2017","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Percent","Margins of Error",1.03
"Windham County","09015","2013-2017","White Alone Not Hispanic or Latino","Total","Poverty Status Determined","Number","Poverty Status",93566
"Windham County","09015","2013-2017","White Alone Not Hispanic or Latino","Total","Poverty Status Determined","Number","Margins of Error",406
"Windham County","09015","2013-2017","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Number","Poverty Status",1271
"Windham County","09015","2013-2017","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Number","Margins of Error",277.15
"Windham County","09015","2013-2017","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Percent","Poverty Status",7.44
"Windham County","09015","2013-2017","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Percent","Margins of Error",1.6
"Windham County","09015","2013-2017","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Number","Poverty Status",17073
"Windham County","09015","2013-2017","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Number","Margins of Error",650.72
"Windham County","09015","2013-2017","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Poverty Status",18.25
"Windham County","09015","2013-2017","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Margins of Error",0.69
